Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
04 4 2017,8:00 pm,DEN,134,NOP,131,Box Score,,16050,
04 4 2017,8:00 pm,CHI,91,NYK,100,Box Score,,19812,
04 4 2017,8:00 pm,MIL,79,OKC,110,Box Score,,18203,
04 4 2017,7:00 pm,BKN,141,PHI,118,Box Score,,14580,
04 4 2017,10:30 pm,DAL,87,SAC,98,Box Score,,17608,
04 4 2017,8:30 pm,MEM,89,SAS,95,Box Score,OT,18418,
04 4 2017,9:00 pm,POR,87,UTA,106,Box Score,,19911,
04 4 2017,7:00 pm,CHA,111,WAS,118,Box Score,,18614,
04 5 2017,8:00 pm,CLE,114,BOS,91,Box Score,,18624,
04 5 2017,7:00 pm,MIA,112,CHA,99,Box Score,,17758,
04 5 2017,7:30 pm,TOR,105,DET,102,Box Score,,17578,
04 5 2017,8:00 pm,DEN,104,HOU,110,Box Score,,18055,
04 5 2017,10:30 pm,DAL,101,LAC,112,Box Score,,19060,
04 5 2017,8:00 pm,OKC,103,MEM,100,Box Score,,17298,
04 5 2017,10:00 pm,GSW,120,PHX,111,Box Score,,18055,
04 5 2017,8:30 pm,LAL,102,SAS,95,Box Score,,18418,
04 6 2017,8:00 pm,BOS,116,ATL,123,Box Score,,18688,
04 6 2017,7:00 pm,MIL,89,IND,104,Box Score,,17010,
04 6 2017,7:30 pm,WAS,106,NYK,103,Box Score,,19812,
04 6 2017,7:00 pm,BKN,107,ORL,115,Box Score,,18095,
04 6 2017,7:00 pm,CHI,102,PHI,90,Box Score,,15177,
04 6 2017,10:30 pm,MIN,98,POR,105,Box Score,,19393,
04 7 2017,7:30 pm,ATL,114,CLE,100,Box Score,,20562,
04 7 2017,8:30 pm,SAS,102,DAL,89,Box Score,,20133,
04 7 2017,9:00 pm,NOP,106,DEN,122,Box Score,,16348,
04 7 2017,8:00 pm,DET,114,HOU,109,Box Score,,18055,
04 7 2017,10:30 pm,SAC,94,LAL,98,Box Score,,18997,
04 7 2017,8:00 pm,NYK,88,MEM,101,Box Score,,17631,
04 7 2017,10:00 pm,OKC,99,PHX,120,Box Score,,18055,
04 7 2017,7:30 pm,MIA,94,TOR,96,Box Score,,19800,
04 7 2017,9:00 pm,MIN,113,UTA,120,Box Score,,19911,
04 8 2017,5:00 pm,CHI,106,BKN,107,Box Score,,17732,
04 8 2017,6:00 pm,BOS,121,CHA,114,Box Score,,19407,
04 8 2017,10:30 pm,NOP,101,GSW,123,Box Score,,19596,
04 8 2017,6:00 pm,IND,127,ORL,112,Box Score,,18846,
04 8 2017,7:00 pm,MIL,90,PHI,82,Box Score,,16301,
04 8 2017,10:00 pm,UTA,86,POR,101,Box Score,,19865,
04 8 2017,8:30 pm,LAC,98,SAS,87,Box Score,,18420,
04 8 2017,7:00 pm,MIA,106,WAS,103,Box Score,,20365,
04 9 2017,3:30 pm,CLE,125,ATL,126,Box Score,OT,18835,
04 9 2017,5:00 pm,OKC,106,DEN,105,Box Score,,19718,
04 9 2017,9:30 pm,MIN,109,LAL,110,Box Score,,18997,
04 9 2017,6:00 pm,DET,103,MEM,90,Box Score,,16521,
04 9 2017,12:00 pm,TOR,110,NYK,97,Box Score,,19812,
04 9 2017,6:00 pm,DAL,111,PHX,124,Box Score,,18055,
04 9 2017,6:00 pm,HOU,135,SAC,128,Box Score,,17608,
04 10 2017,7:30 pm,BKN,105,BOS,114,Box Score,,18624,
04 10 2017,8:00 pm,ORL,75,CHI,122,Box Score,,21545,
04 10 2017,8:00 pm,WAS,105,DET,101,Box Score,,21012,
04 10 2017,10:30 pm,UTA,105,GSW,99,Box Score,,19596,
04 10 2017,10:30 pm,HOU,96,LAC,125,Box Score,,19163,
04 10 2017,7:30 pm,CLE,121,MIA,124,Box Score,OT,19673,
04 10 2017,8:00 pm,CHA,79,MIL,89,Box Score,,18717,
04 10 2017,7:00 pm,IND,120,PHI,111,Box Score,,14622,
04 10 2017,10:00 pm,SAS,98,POR,99,Box Score,,19393,
04 11 2017,7:30 pm,CHA,76,ATL,103,Box Score,,14205,
04 11 2017,8:30 pm,DEN,109,DAL,91,Box Score,,20333,
04 11 2017,10:30 pm,NOP,96,LAL,108,Box Score,,18997,
04 11 2017,8:00 pm,OKC,100,MIN,98,Box Score,,19356,
04 11 2017,10:30 pm,PHX,104,SAC,129,Box Score,,17608,
04 12 2017,8:00 pm,MIL,94,BOS,112,Box Score,,18624,
04 12 2017,8:00 pm,BKN,73,CHI,112,Box Score,,21648,
04 12 2017,8:00 pm,TOR,98,CLE,83,Box Score,,20562,
04 12 2017,10:30 pm,LAL,94,GSW,109,Box Score,,19596,
04 12 2017,8:00 pm,MIN,118,HOU,123,Box Score,,18055,
04 12 2017,8:00 pm,ATL,86,IND,104,Box Score,,17923,
04 12 2017,10:30 pm,SAC,95,LAC,115,Box Score,,19060,
04 12 2017,8:00 pm,DAL,100,MEM,93,Box Score,,16274,
04 12 2017,8:00 pm,WAS,102,MIA,110,Box Score,,19963,
04 12 2017,8:00 pm,PHI,113,NYK,114,Box Score,,19812,
04 12 2017,8:00 pm,DEN,111,OKC,105,Box Score,,18203,
04 12 2017,8:00 pm,DET,109,ORL,113,Box Score,,19458,
04 12 2017,10:30 pm,NOP,103,POR,100,Box Score,,19521,
04 12 2017,9:00 pm,SAS,97,UTA,101,Box Score,,19911,
04 15 2017,3:00 pm,IND,108,CLE,109,Box Score,,20562,
04 15 2017,10:30 pm,UTA,97,LAC,95,Box Score,,19060,
04 15 2017,8:00 pm,MEM,82,SAS,111,Box Score,,18418,
04 15 2017,5:30 pm,MIL,97,TOR,83,Box Score,,20133,
04 16 2017,6:30 pm,CHI,106,BOS,102,Box Score,,18624,
04 16 2017,3:30 pm,POR,109,GSW,121,Box Score,,19596,
04 16 2017,9:00 pm,OKC,87,HOU,118,Box Score,,18055,
04 16 2017,1:00 pm,ATL,107,WAS,114,Box Score,,20356,
04 17 2017,7:00 pm,IND,111,CLE,117,Box Score,,20562,
04 17 2017,9:30 pm,MEM,82,SAS,96,Box Score,,18418,
04 18 2017,8:00 pm,CHI,111,BOS,97,Box Score,,18624,
04 18 2017,10:30 pm,UTA,91,LAC,99,Box Score,,19060,
04 18 2017,7:00 pm,MIL,100,TOR,106,Box Score,,20077,
04 19 2017,10:30 pm,POR,81,GSW,110,Box Score,,19596,
04 19 2017,8:00 pm,OKC,111,HOU,115,Box Score,,18055,
04 19 2017,7:00 pm,ATL,101,WAS,109,Box Score,,20356,
04 20 2017,7:00 pm,CLE,119,IND,114,Box Score,,17923,
04 20 2017,9:30 pm,SAS,94,MEM,105,Box Score,,18119,
04 20 2017,8:00 pm,TOR,77,MIL,104,Box Score,,18717,
04 21 2017,7:00 pm,BOS,104,CHI,87,Box Score,,21293,
04 21 2017,9:30 pm,HOU,113,OKC,115,Box Score,,18203,
04 21 2017,10:00 pm,LAC,111,UTA,106,Box Score,,19911,
04 22 2017,5:30 pm,WAS,98,ATL,116,Box Score,,18866,
04 22 2017,8:00 pm,SAS,108,MEM,110,Box Score,OT,18119,
04 22 2017,3:00 pm,TOR,87,MIL,76,Box Score,,18717,
04 22 2017,10:30 pm,GSW,119,POR,113,Box Score,,20177,
04 23 2017,6:30 pm,BOS,104,CHI,95,Box Score,,21863,
04 23 2017,1:00 pm,CLE,106,IND,102,Box Score,,17923,
04 23 2017,3:30 pm,HOU,113,OKC,109,Box Score,,18203,
04 23 2017,9:00 pm,LAC,98,UTA,105,Box Score,,19911,
04 24 2017,8:00 pm,WAS,101,ATL,111,Box Score,,18676,
04 24 2017,10:30 pm,GSW,128,POR,103,Box Score,,19902,
04 24 2017,7:00 pm,MIL,93,TOR,118,Box Score,,20251,
04 25 2017,8:00 pm,OKC,99,HOU,105,Box Score,,18055,
04 25 2017,10:30 pm,UTA,96,LAC,92,Box Score,,19171,
04 25 2017,9:00 pm,MEM,103,SAS,116,Box Score,,18418,
04 26 2017,8:30 pm,CHI,97,BOS,108,Box Score,,18624,
04 26 2017,6:00 pm,ATL,99,WAS,103,Box Score,,20356,
04 27 2017,9:30 pm,SAS,103,MEM,96,Box Score,,18119,
04 27 2017,7:00 pm,TOR,92,MIL,89,Box Score,,18717,
04 28 2017,7:30 pm,WAS,115,ATL,99,Box Score,,18849,
04 28 2017,8:00 pm,BOS,105,CHI,83,Box Score,,21682,
04 28 2017,10:30 pm,LAC,98,UTA,93,Box Score,,19911,
04 30 2017,1:00 pm,WAS,111,BOS,123,Box Score,,18624,
04 30 2017,3:30 pm,UTA,104,LAC,91,Box Score,,19060,
10 17 2017,8:01 pm,BOS,99,CLE,102,Box Score,,20562,
10 17 2017,10:30 pm,HOU,122,GSW,121,Box Score,,19596,
10 18 2017,7:30 pm,MIL,108,BOS,100,Box Score,,18624,
10 18 2017,8:30 pm,ATL,117,DAL,111,Box Score,,19709,
10 18 2017,7:00 pm,CHA,90,DET,102,Box Score,,20491,
10 18 2017,7:00 pm,BKN,131,IND,140,Box Score,,15008,
10 18 2017,8:00 pm,NOP,91,MEM,103,Box Score,,17794,
10 18 2017,7:00 pm,MIA,109,ORL,116,Box Score,,18846,
10 18 2017,10:00 pm,POR,124,PHX,76,Box Score,,18055,
10 18 2017,10:00 pm,HOU,105,SAC,100,Box Score,,17583,
10 18 2017,9:30 pm,MIN,99,SAS,107,Box Score,,18418,
10 18 2017,9:00 pm,DEN,96,UTA,106,Box Score,,17588,
10 18 2017,7:00 pm,PHI,115,WAS,120,Box Score,,20356,
10 19 2017,10:30 pm,LAC,108,LAL,92,Box Score,,18997,
10 19 2017,8:00 pm,NYK,84,OKC,105,Box Score,,18203,
10 19 2017,7:30 pm,CHI,100,TOR,117,Box Score,,19800,
10 20 2017,7:30 pm,ORL,121,BKN,126,Box Score,,16144,
10 20 2017,7:00 pm,ATL,91,CHA,109,Box Score,,18417,
10 20 2017,8:30 pm,SAC,93,DAL,88,Box Score,,19273,
10 20 2017,7:00 pm,POR,114,IND,96,Box Score,,15325,
10 20 2017,7:00 pm,CLE,116,MIL,97,Box Score,,18717,
10 20 2017,8:00 pm,UTA,97,MIN,100,Box Score,,18978,
10 20 2017,9:30 pm,GSW,128,NOP,120,Box Score,,18171,
10 20 2017,7:00 pm,BOS,102,PHI,92,Box Score,,20816,
10 20 2017,10:00 pm,LAL,132,PHX,130,Box Score,,18055,
10 20 2017,7:00 pm,DET,111,WAS,115,Box Score,,16337,
10 21 2017,8:00 pm,SAS,87,CHI,77,Box Score,,21640,
10 21 2017,8:00 pm,ORL,114,CLE,93,Box Score,,20562,
10 21 2017,9:00 pm,SAC,79,DEN,96,Box Score,,19520,
10 21 2017,8:00 pm,DAL,91,HOU,107,Box Score,,18055,
10 21 2017,10:30 pm,PHX,88,LAC,130,Box Score,,19068,
10 21 2017,8:00 pm,GSW,101,MEM,111,Box Score,,17794,
10 21 2017,8:00 pm,IND,108,MIA,112,Box Score,,19600,
10 21 2017,8:30 pm,POR,110,MIL,113,Box Score,,16211,
10 21 2017,8:00 pm,DET,111,NYK,107,Box Score,,19812,
10 21 2017,7:30 pm,PHI,94,TOR,128,Box Score,,19800,
10 21 2017,9:00 pm,OKC,87,UTA,96,Box Score,,18300,
10 22 2017,3:30 pm,ATL,104,BKN,116,Box Score,,13917,
10 22 2017,9:30 pm,NOP,119,LAL,112,Box Score,,18997,
10 22 2017,7:00 pm,MIN,115,OKC,113,Box Score,,18203,
10 23 2017,8:30 pm,GSW,133,DAL,103,Box Score,,19875,
10 23 2017,9:00 pm,WAS,109,DEN,104,Box Score,,14294,
10 23 2017,7:00 pm,PHI,97,DET,86,Box Score,,13709,
10 23 2017,8:00 pm,MEM,98,HOU,90,Box Score,,17129,
10 23 2017,7:30 pm,ATL,93,MIA,104,Box Score,,19600,
10 23 2017,8:00 pm,CHA,94,MIL,103,Box Score,,12887,
10 23 2017,10:00 pm,SAC,115,PHX,117,Box Score,,14903,
10 23 2017,8:30 pm,TOR,97,SAS,101,Box Score,,18418,
10 24 2017,7:30 pm,NYK,89,BOS,110,Box Score,,18624,
10 24 2017,7:00 pm,CHI,112,CLE,119,Box Score,,20562,
10 24 2017,10:30 pm,UTA,84,LAC,102,Box Score,,16607,
10 24 2017,8:00 pm,IND,130,MIN,107,Box Score,,14353,
10 24 2017,7:00 pm,BKN,121,ORL,125,Box Score,,16015,
10 24 2017,10:00 pm,NOP,93,POR,103,Box Score,,19446,
10 25 2017,7:30 pm,CLE,107,BKN,112,Box Score,,17732,
10 25 2017,7:00 pm,DEN,93,CHA,110,Box Score,,14253,
10 25 2017,8:30 pm,MEM,94,DAL,103,Box Score,,19674,
10 25 2017,7:00 pm,MIN,101,DET,122,Box Score,,13790,
10 25 2017,10:30 pm,TOR,112,GSW,117,Box Score,,19596,
10 25 2017,10:30 pm,WAS,99,LAL,102,Box Score,OT,18996,
10 25 2017,8:00 pm,SAS,117,MIA,100,Box Score,,19600,
10 25 2017,8:00 pm,IND,96,OKC,114,Box Score,,18203,
10 25 2017,7:00 pm,HOU,105,PHI,104,Box Score,,20682,
10 25 2017,10:00 pm,UTA,88,PHX,97,Box Score,,16022,
10 26 2017,8:00 pm,ATL,86,CHI,91,Box Score,,21104,
10 26 2017,8:00 pm,DAL,91,MEM,96,Box Score,,15839,
10 26 2017,8:00 pm,BOS,96,MIL,89,Box Score,,11046,
10 26 2017,10:00 pm,LAC,104,POR,103,Box Score,,18694,
10 26 2017,10:30 pm,NOP,114,SAC,106,Box Score,,17583,
10 27 2017,7:30 pm,DEN,105,ATL,100,Box Score,,16220,
10 27 2017,7:00 pm,HOU,109,CHA,93,Box Score,,17339,
10 27 2017,10:30 pm,WAS,117,GSW,120,Box Score,,19596,
10 27 2017,10:30 pm,TOR,101,LAL,92,Box Score,,17876,
10 27 2017,8:00 pm,OKC,116,MIN,119,Box Score,,17620,
10 27 2017,7:30 pm,BKN,86,NYK,107,Box Score,,19812,
10 27 2017,7:00 pm,SAS,87,ORL,114,Box Score,,17337,
10 28 2017,8:00 pm,OKC,101,CHI,69,Box Score,,21706,
10 28 2017,8:30 pm,PHI,112,DAL,110,Box Score,,19567,
10 28 2017,10:30 pm,DET,95,LAC,87,Box Score,,17247,
10 28 2017,8:00 pm,HOU,89,MEM,103,Box Score,,17033,
10 28 2017,8:00 pm,BOS,96,MIA,90,Box Score,,19600,
10 28 2017,7:00 pm,CLE,101,NOP,123,Box Score,,18539,
10 28 2017,10:00 pm,PHX,107,POR,114,Box Score,,19343,
10 28 2017,9:00 pm,LAL,81,UTA,96,Box Score,,18306,
10 29 2017,3:30 pm,MIL,117,ATL,106,Box Score,,14014,
10 29 2017,6:00 pm,DEN,124,BKN,111,Box Score,,14854,
10 29 2017,6:00 pm,ORL,113,CHA,120,Box Score,,15531,
10 29 2017,7:00 pm,NYK,114,CLE,95,Box Score,,20562,
10 29 2017,8:30 pm,DET,115,GSW,107,Box Score,,19596,
10 29 2017,4:30 pm,SAS,94,IND,97,Box Score,,15013,
10 29 2017,6:00 pm,WAS,110,SAC,83,Box Score,,17583,
10 30 2017,7:30 pm,SAS,94,BOS,108,Box Score,,18624,
10 30 2017,8:00 pm,PHI,115,HOU,107,Box Score,,16714,
10 30 2017,10:30 pm,GSW,141,LAC,113,Box Score,,19068,
10 30 2017,8:00 pm,CHA,104,MEM,99,Box Score,,15771,
10 30 2017,7:30 pm,MIN,125,MIA,122,Box Score,OT,19600,
10 30 2017,8:00 pm,ORL,115,NOP,99,Box Score,,14004,
10 30 2017,7:30 pm,DEN,110,NYK,116,Box Score,,19812,
10 30 2017,10:00 pm,TOR,99,POR,85,Box Score,,18505,
10 30 2017,9:00 pm,DAL,89,UTA,104,Box Score,,16221,
10 31 2017,7:30 pm,PHX,122,BKN,114,Box Score,,12936,
10 31 2017,7:00 pm,SAC,83,IND,101,Box Score,,12245,
10 31 2017,10:30 pm,DET,93,LAL,113,Box Score,,17569,
10 31 2017,8:00 pm,OKC,110,MIL,91,Box Score,,16713,
11 1 2017,7:30 pm,SAC,86,BOS,113,Box Score,,18624,
11 1 2017,7:00 pm,MIL,121,CHA,126,Box Score,,15655,
11 1 2017,7:00 pm,IND,124,CLE,107,Box Score,,20562,
11 1 2017,9:00 pm,TOR,111,DEN,129,Box Score,,14072,
11 1 2017,10:30 pm,DAL,98,LAC,119,Box Score,,13487,
11 1 2017,8:00 pm,ORL,101,MEM,99,Box Score,,15434,
11 1 2017,7:30 pm,CHI,91,MIA,97,Box Score,,19600,
11 1 2017,8:00 pm,MIN,104,NOP,98,Box Score,,14788,
11 1 2017,8:00 pm,HOU,119,NYK,97,Box Score,,18320,
11 1 2017,7:00 pm,ATL,109,PHI,119,Box Score,,20549,
11 1 2017,9:00 pm,POR,103,UTA,112,Box Score,OT,16685,
11 1 2017,7:00 pm,PHX,122,WAS,116,Box Score,,14790,
11 2 2017,10:30 pm,LAL,110,POR,113,Box Score,,19469,
11 2 2017,8:00 pm,GSW,112,SAS,92,Box Score,,18418,
11 3 2017,7:30 pm,HOU,119,ATL,104,Box Score,,14087,
11 3 2017,8:30 pm,NOP,99,DAL,94,Box Score,,19894,
11 3 2017,9:00 pm,MIA,94,DEN,95,Box Score,,15317,
11 3 2017,7:00 pm,MIL,96,DET,105,Box Score,,17207,
11 3 2017,10:30 pm,BKN,112,LAL,124,Box Score,,18997,
11 3 2017,7:30 pm,PHX,107,NYK,120,Box Score,,19404,
11 3 2017,9:30 pm,BOS,101,OKC,94,Box Score,,18203,
11 3 2017,7:00 pm,CHI,105,ORL,83,Box Score,,19171,
11 3 2017,7:00 pm,IND,110,PHI,121,Box Score,,20668,
11 3 2017,8:30 pm,CHA,101,SAS,108,Box Score,,18418,
11 3 2017,9:00 pm,TOR,109,UTA,100,Box Score,,16258,
11 3 2017,7:00 pm,CLE,130,WAS,122,Box Score,,20356,
11 4 2017,8:00 pm,NOP,96,CHI,90,Box Score,OT,21254,
11 4 2017,9:00 pm,GSW,127,DEN,108,Box Score,,19711,
11 4 2017,7:00 pm,SAC,99,DET,108,Box Score,,17683,
11 4 2017,3:30 pm,MEM,113,LAC,104,Box Score,,14777,
11 4 2017,8:00 pm,DAL,99,MIN,112,Box Score,,16837,
11 5 2017,3:00 pm,ATL,117,CLE,115,Box Score,,20562,
11 5 2017,7:00 pm,UTA,110,HOU,137,Box Score,,16914,
11 5 2017,3:30 pm,MIA,104,LAC,101,Box Score,,15676,
11 5 2017,9:30 pm,MEM,102,LAL,107,Box Score,,18997,
11 5 2017,8:00 pm,CHA,94,MIN,112,Box Score,,14124,
11 5 2017,7:30 pm,IND,101,NYK,108,Box Score,,17889,
11 5 2017,6:00 pm,BOS,104,ORL,88,Box Score,,17731,
11 5 2017,9:00 pm,OKC,99,POR,103,Box Score,,19393,
11 5 2017,7:00 pm,PHX,95,SAS,112,Box Score,,18038,
11 5 2017,6:00 pm,WAS,107,TOR,96,Box Score,,19800,
11 6 2017,7:30 pm,BOS,110,ATL,107,Box Score,,13215,
11 6 2017,10:30 pm,MIA,80,GSW,97,Box Score,,19596,
11 6 2017,9:00 pm,BKN,98,PHX,92,Box Score,,15905,
11 7 2017,7:00 pm,MIL,119,CLE,124,Box Score,,20562,
11 7 2017,9:00 pm,BKN,104,DEN,112,Box Score,,14058,
11 7 2017,7:00 pm,NOP,117,IND,112,Box Score,,15014,
11 7 2017,7:30 pm,CHA,113,NYK,118,Box Score,,18704,
11 7 2017,10:00 pm,MEM,98,POR,97,Box Score,,18692,
11 7 2017,10:00 pm,OKC,86,SAC,94,Box Score,,17583,
11 7 2017,8:30 pm,LAC,107,SAS,120,Box Score,,18418,
11 7 2017,7:30 pm,CHI,114,TOR,119,Box Score,,19800,
11 7 2017,9:00 pm,PHI,104,UTA,97,Box Score,,16063,
11 7 2017,7:00 pm,DAL,113,WAS,99,Box Score,,14505,
11 8 2017,8:00 pm,LAL,96,BOS,107,Box Score,,18624,
11 8 2017,7:00 pm,IND,97,DET,114,Box Score,,14407,
11 8 2017,10:30 pm,MIN,101,GSW,125,Box Score,,19596,
11 8 2017,7:00 pm,NYK,99,ORL,112,Box Score,,18803,
11 8 2017,9:00 pm,MIA,126,PHX,115,Box Score,,16500,
11 9 2017,10:30 pm,OKC,94,DEN,102,Box Score,,19520,
11 9 2017,8:00 pm,CLE,113,HOU,117,Box Score,,18055,
11 9 2017,10:00 pm,PHI,108,SAC,109,Box Score,,17583,
11 9 2017,7:30 pm,NOP,118,TOR,122,Box Score,,19800,
11 9 2017,7:00 pm,LAL,95,WAS,111,Box Score,,20356,
11 10 2017,7:30 pm,CHA,87,BOS,90,Box Score,,18624,
11 10 2017,8:00 pm,IND,105,CHI,87,Box Score,,22416,
11 10 2017,7:00 pm,ATL,104,DET,111,Box Score,,16687,
11 10 2017,9:00 pm,LAC,111,OKC,120,Box Score,,18203,
11 10 2017,9:00 pm,ORL,128,PHX,112,Box Score,,16507,
11 10 2017,10:00 pm,BKN,101,POR,97,Box Score,,19393,
11 10 2017,9:00 pm,MIL,94,SAS,87,Box Score,,18418,
11 10 2017,9:00 pm,MIA,84,UTA,74,Box Score,,18306,
11 11 2017,8:30 pm,CLE,111,DAL,104,Box Score,,20378,
11 11 2017,9:00 pm,ORL,107,DEN,125,Box Score,,16688,
11 11 2017,8:30 pm,PHI,114,GSW,135,Box Score,,19596,
11 11 2017,8:00 pm,MEM,96,HOU,111,Box Score,,18055,
11 11 2017,8:30 pm,LAL,90,MIL,98,Box Score,,18717,
11 11 2017,7:00 pm,LAC,103,NOP,111,Box Score,,17624,
11 11 2017,8:00 pm,SAC,91,NYK,118,Box Score,,19812,
11 11 2017,9:00 pm,MIN,110,PHX,118,Box Score,,16910,
11 11 2017,8:30 pm,CHI,94,SAS,133,Box Score,,18418,
11 11 2017,9:00 pm,BKN,106,UTA,114,Box Score,,17413,
11 11 2017,7:00 pm,ATL,94,WAS,113,Box Score,,17260,
11 12 2017,3:30 pm,TOR,94,BOS,95,Box Score,,18624,
11 12 2017,4:00 pm,MIA,103,DET,112,Box Score,,16236,
11 12 2017,6:00 pm,HOU,118,IND,95,Box Score,,15581,
11 12 2017,7:00 pm,DAL,99,OKC,112,Box Score,,18203,
11 13 2017,10:30 pm,ORL,100,GSW,110,Box Score,,19596,
11 13 2017,10:30 pm,PHI,109,LAC,105,Box Score,,19068,
11 13 2017,8:00 pm,MEM,103,MIL,110,Box Score,,13244,
11 13 2017,8:00 pm,ATL,105,NOP,106,Box Score,,14631,
11 13 2017,7:30 pm,CLE,104,NYK,101,Box Score,,19812,
11 13 2017,9:00 pm,LAL,100,PHX,93,Box Score,,17533,
11 13 2017,10:00 pm,DEN,82,POR,99,Box Score,,18895,
11 13 2017,9:00 pm,MIN,109,UTA,98,Box Score,,17236,
11 13 2017,7:00 pm,SAC,92,WAS,110,Box Score,,14660,
11 14 2017,7:30 pm,BOS,109,BKN,102,Box Score,,17732,
11 14 2017,8:30 pm,SAS,97,DAL,91,Box Score,,19535,
11 14 2017,8:00 pm,TOR,129,HOU,113,Box Score,,18055,
11 15 2017,7:30 pm,SAC,80,ATL,126,Box Score,,13860,
11 15 2017,8:00 pm,CLE,115,CHA,107,Box Score,,19427,
11 15 2017,10:30 pm,PHI,115,LAL,109,Box Score,,18997,
11 15 2017,8:00 pm,IND,116,MEM,113,Box Score,,16033,
11 15 2017,7:30 pm,WAS,102,MIA,93,Box Score,,19600,
11 15 2017,8:00 pm,DET,95,MIL,99,Box Score,,14594,
11 15 2017,8:00 pm,SAS,86,MIN,98,Box Score,,18978,
11 15 2017,8:00 pm,TOR,125,NOP,116,Box Score,,15654,
11 15 2017,7:30 pm,UTA,101,NYK,106,Box Score,,18695,
11 15 2017,8:00 pm,CHI,79,OKC,92,Box Score,,18203,
11 15 2017,10:00 pm,ORL,94,POR,99,Box Score,,19206,
11 16 2017,8:00 pm,GSW,88,BOS,92,Box Score,,18624,
11 16 2017,10:30 pm,HOU,142,PHX,116,Box Score,,16875,
11 17 2017,7:30 pm,UTA,107,BKN,118,Box Score,,14495,
11 17 2017,8:00 pm,CHA,120,CHI,123,Box Score,,20493,
11 17 2017,7:30 pm,LAC,113,CLE,118,Box Score,OT,20562,
11 17 2017,8:30 pm,MIN,111,DAL,87,Box Score,,19459,
11 17 2017,10:30 pm,NOP,114,DEN,146,Box Score,,16816,
11 17 2017,7:00 pm,DET,100,IND,107,Box Score,,17188,
11 17 2017,10:30 pm,PHX,122,LAL,113,Box Score,,18997,
11 17 2017,10:00 pm,POR,82,SAC,86,Box Score,,17583,
11 17 2017,8:00 pm,OKC,101,SAS,104,Box Score,,18418,
11 17 2017,7:30 pm,NYK,84,TOR,107,Box Score,,19800,
11 17 2017,7:00 pm,MIA,91,WAS,88,Box Score,,17551,
11 18 2017,7:30 pm,BOS,110,ATL,99,Box Score,,16381,
11 18 2017,7:00 pm,LAC,87,CHA,102,Box Score,,17640,
11 18 2017,9:00 pm,MIL,79,DAL,111,Box Score,,19949,
11 18 2017,8:00 pm,HOU,105,MEM,83,Box Score,,17266,
11 18 2017,7:00 pm,UTA,125,ORL,85,Box Score,,19157,
11 18 2017,7:30 pm,GSW,124,PHI,116,Box Score,,20848,
11 18 2017,10:00 pm,SAC,90,POR,102,Box Score,,19522,
11 19 2017,6:00 pm,GSW,118,BKN,111,Box Score,,17732,
11 19 2017,9:30 pm,DEN,109,LAL,127,Box Score,,18997,
11 19 2017,5:00 pm,IND,120,MIA,95,Box Score,,19600,
11 19 2017,7:00 pm,DET,100,MIN,97,Box Score,,16069,
11 19 2017,8:00 pm,CHI,105,PHX,113,Box Score,,16264,
11 19 2017,3:30 pm,WAS,91,TOR,100,Box Score,,19800,
11 20 2017,7:00 pm,MIN,102,CHA,118,Box Score,,15978,
11 20 2017,8:30 pm,BOS,110,DAL,102,Box Score,OT,20302,
11 20 2017,7:00 pm,CLE,116,DET,88,Box Score,,20491,
11 20 2017,8:00 pm,POR,100,MEM,92,Box Score,,15785,
11 20 2017,8:00 pm,WAS,99,MIL,88,Box Score,,16122,
11 20 2017,8:00 pm,OKC,107,NOP,114,Box Score,,16765,
11 20 2017,7:30 pm,LAC,85,NYK,107,Box Score,,18848,
11 20 2017,7:00 pm,IND,105,ORL,97,Box Score,,17239,
11 20 2017,7:00 pm,UTA,86,PHI,107,Box Score,,20587,
11 20 2017,10:00 pm,DEN,114,SAC,98,Box Score,,17583,
11 20 2017,8:30 pm,ATL,85,SAS,96,Box Score,,18418,
11 21 2017,10:30 pm,CHI,94,LAL,103,Box Score,,18997,
11 22 2017,7:30 pm,LAC,116,ATL,103,Box Score,,12675,
11 22 2017,7:00 pm,WAS,124,CHA,129,Box Score,OT,16041,
11 22 2017,7:00 pm,BKN,109,CLE,119,Box Score,,20562,
11 22 2017,8:00 pm,DEN,95,HOU,125,Box Score,,18055,
11 22 2017,8:00 pm,DAL,95,MEM,94,Box Score,,16101,
11 22 2017,7:30 pm,BOS,98,MIA,104,Box Score,,19704,
11 22 2017,8:00 pm,ORL,118,MIN,124,Box Score,,16402,
11 22 2017,8:00 pm,SAS,90,NOP,107,Box Score,,17539,
11 22 2017,7:30 pm,TOR,100,NYK,108,Box Score,,19812,
11 22 2017,8:00 pm,GSW,91,OKC,108,Box Score,,18203,
11 22 2017,7:00 pm,POR,81,PHI,101,Box Score,,20605,
11 22 2017,9:00 pm,MIL,113,PHX,107,Box Score,OT,16270,
11 22 2017,10:30 pm,LAL,102,SAC,113,Box Score,,17583,
11 22 2017,9:00 pm,CHI,80,UTA,110,Box Score,,17434,
11 24 2017,7:30 pm,NYK,104,ATL,116,Box Score,,14355,
11 24 2017,7:30 pm,ORL,103,BOS,118,Box Score,,18624,
11 24 2017,12:00 pm,POR,127,BKN,125,Box Score,,15246,
11 24 2017,8:00 pm,CHA,99,CLE,100,Box Score,,20562,
