Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
03 18 2018,7:00 pm,HOU,129,MIN,120,Box Score,,18978,
03 18 2018,6:00 pm,BOS,89,NOP,108,Box Score,,18277,
03 18 2018,1:00 pm,OKC,132,TOR,125,Box Score,,19800,
03 19 2018,7:30 pm,MEM,115,BKN,118,Box Score,,12856,
03 19 2018,7:00 pm,MIL,117,CLE,124,Box Score,,20562,
03 19 2018,7:00 pm,LAL,100,IND,110,Box Score,,16603,
03 19 2018,7:30 pm,DEN,141,MIA,149,Box Score,2OT,19600,
03 19 2018,7:30 pm,CHI,92,NYK,110,Box Score,,18835,
03 19 2018,7:00 pm,CHA,94,PHI,108,Box Score,,20530,
03 19 2018,10:00 pm,DET,106,SAC,90,Box Score,,17583,
03 19 2018,9:30 pm,GSW,75,SAS,89,Box Score,,18418,
03 20 2018,8:00 pm,OKC,99,BOS,100,Box Score,,18624,
03 20 2018,8:00 pm,LAC,109,MIN,123,Box Score,,16351,
03 20 2018,8:00 pm,DAL,105,NOP,115,Box Score,,14484,
03 20 2018,7:00 pm,TOR,93,ORL,86,Box Score,,16228,
03 20 2018,10:00 pm,DET,115,PHX,88,Box Score,,17400,
03 20 2018,10:30 pm,HOU,115,POR,111,Box Score,,20012,
03 20 2018,9:00 pm,ATL,99,UTA,94,Box Score,,18306,
03 21 2018,7:30 pm,CHA,111,BKN,105,Box Score,,10231,
03 21 2018,8:00 pm,DEN,135,CHI,102,Box Score,,20671,
03 21 2018,7:00 pm,TOR,129,CLE,132,Box Score,,20562,
03 21 2018,7:30 pm,NYK,98,MIA,119,Box Score,,19600,
03 21 2018,8:00 pm,LAC,127,MIL,120,Box Score,,17916,
03 21 2018,8:00 pm,IND,92,NOP,96,Box Score,,14148,
03 21 2018,7:00 pm,MEM,105,PHI,119,Box Score,,10411,
03 21 2018,9:30 pm,WAS,90,SAS,98,Box Score,,18418,
03 22 2018,7:00 pm,MEM,79,CHA,140,Box Score,,15033,
03 22 2018,8:30 pm,UTA,119,DAL,112,Box Score,,19725,
03 22 2018,8:00 pm,DET,96,HOU,100,Box Score,OT,18055,
03 22 2018,8:00 pm,LAL,125,NOP,128,Box Score,,18037,
03 22 2018,7:00 pm,PHI,118,ORL,98,Box Score,,17881,
03 22 2018,10:00 pm,ATL,90,SAC,105,Box Score,,17583,
03 23 2018,8:00 pm,MIL,118,CHI,105,Box Score,,21698,
03 23 2018,7:30 pm,PHX,95,CLE,120,Box Score,,20562,
03 23 2018,10:30 pm,ATL,94,GSW,106,Box Score,,19596,
03 23 2018,7:00 pm,LAC,104,IND,109,Box Score,,17923,
03 23 2018,7:30 pm,MIN,108,NYK,104,Box Score,,18914,
03 23 2018,8:00 pm,MIA,99,OKC,105,Box Score,,18203,
03 23 2018,10:00 pm,BOS,105,POR,100,Box Score,,19575,
03 23 2018,8:30 pm,UTA,120,SAS,124,Box Score,OT,18418,
03 23 2018,7:30 pm,BKN,112,TOR,116,Box Score,,19800,
03 23 2018,7:00 pm,DEN,108,WAS,100,Box Score,,19016,
03 24 2018,8:30 pm,CHA,102,DAL,98,Box Score,,20085,
03 24 2018,7:00 pm,CHI,95,DET,117,Box Score,,19139,
03 24 2018,8:00 pm,NOP,91,HOU,114,Box Score,,18055,
03 24 2018,8:00 pm,LAL,100,MEM,93,Box Score,,18119,
03 24 2018,7:00 pm,PHX,99,ORL,105,Box Score,,17393,
03 24 2018,6:00 pm,MIN,108,PHI,120,Box Score,,20668,
03 25 2018,1:00 pm,CLE,121,BKN,114,Box Score,,17732,
03 25 2018,8:30 pm,UTA,110,GSW,91,Box Score,,19596,
03 25 2018,8:00 pm,ATL,99,HOU,118,Box Score,,18055,
03 25 2018,5:00 pm,MIA,107,IND,113,Box Score,OT,17923,
03 25 2018,3:30 pm,SAS,103,MIL,106,Box Score,,18717,
03 25 2018,7:00 pm,POR,108,OKC,105,Box Score,,18203,
03 25 2018,6:00 pm,BOS,104,SAC,93,Box Score,,17583,
03 25 2018,6:00 pm,LAC,117,TOR,106,Box Score,,19800,
03 25 2018,6:00 pm,NYK,101,WAS,97,Box Score,,18884,
03 26 2018,7:00 pm,NYK,128,CHA,137,Box Score,OT,14487,
03 26 2018,7:00 pm,LAL,106,DET,112,Box Score,,18718,
03 26 2018,8:00 pm,MEM,101,MIN,93,Box Score,,16290,
03 26 2018,7:00 pm,DEN,104,PHI,123,Box Score,,20585,
03 26 2018,10:00 pm,BOS,102,PHX,94,Box Score,,18055,
03 27 2018,10:30 pm,IND,92,GSW,81,Box Score,,19596,
03 27 2018,8:00 pm,CHI,86,HOU,118,Box Score,,18055,
03 27 2018,10:30 pm,MIL,98,LAC,105,Box Score,,19068,
03 27 2018,8:00 pm,CLE,79,MIA,98,Box Score,,20093,
03 27 2018,8:00 pm,POR,107,NOP,103,Box Score,,15426,
03 27 2018,10:00 pm,DAL,103,SAC,97,Box Score,,17583,
03 27 2018,7:30 pm,DEN,110,TOR,114,Box Score,,19800,
03 27 2018,7:00 pm,SAS,106,WAS,116,Box Score,,19588,
03 28 2018,7:00 pm,CLE,118,CHA,105,Box Score,,19474,
03 28 2018,10:30 pm,DAL,93,LAL,103,Box Score,,18997,
03 28 2018,8:00 pm,POR,103,MEM,108,Box Score,,16050,
03 28 2018,8:00 pm,ATL,114,MIN,126,Box Score,,16183,
03 28 2018,7:00 pm,BKN,111,ORL,104,Box Score,,16517,
03 28 2018,7:00 pm,NYK,101,PHI,118,Box Score,,20655,
03 28 2018,10:00 pm,LAC,111,PHX,99,Box Score,,17005,
03 28 2018,9:30 pm,BOS,97,UTA,94,Box Score,,18306,
03 29 2018,7:00 pm,WAS,92,DET,103,Box Score,,18268,
03 29 2018,10:30 pm,MIL,116,GSW,107,Box Score,,19596,
03 29 2018,7:30 pm,CHI,92,MIA,103,Box Score,,19746,
03 29 2018,10:00 pm,IND,106,SAC,103,Box Score,,11360,
03 29 2018,8:00 pm,OKC,99,SAS,103,Box Score,,18418,
03 30 2018,7:30 pm,PHI,101,ATL,91,Box Score,,16579,
03 30 2018,8:00 pm,NOP,102,CLE,107,Box Score,,20562,
03 30 2018,8:30 pm,MIN,93,DAL,92,Box Score,,20244,
03 30 2018,8:00 pm,PHX,103,HOU,104,Box Score,,18055,
03 30 2018,10:30 pm,MIL,124,LAL,122,Box Score,OT,18997,
03 30 2018,8:00 pm,DEN,126,OKC,125,Box Score,OT,18203,
03 30 2018,7:00 pm,CHI,90,ORL,82,Box Score,,18918,
03 30 2018,10:30 pm,LAC,96,POR,105,Box Score,,20013,
03 30 2018,9:00 pm,MEM,97,UTA,107,Box Score,,18306,
03 31 2018,7:30 pm,TOR,99,BOS,110,Box Score,,18624,
03 31 2018,8:00 pm,BKN,110,MIA,109,Box Score,OT,19600,
03 31 2018,5:00 pm,DET,115,NYK,109,Box Score,,19812,
03 31 2018,10:00 pm,GSW,112,SAC,96,Box Score,,17583,
03 31 2018,3:00 pm,CHA,93,WAS,107,Box Score,,19071,
04 1 2018,6:00 pm,ORL,88,ATL,94,Box Score,,13587,
04 1 2018,6:00 pm,DET,108,BKN,96,Box Score,,16097,
04 1 2018,3:30 pm,WAS,94,CHI,113,Box Score,,20466,
04 1 2018,1:00 pm,PHI,119,CHA,102,Box Score,,17005,
04 1 2018,6:00 pm,DAL,87,CLE,98,Box Score,,20562,
04 1 2018,8:00 pm,MIL,125,DEN,128,Box Score,OT,19520,
04 1 2018,8:30 pm,PHX,107,GSW,117,Box Score,,19596,
04 1 2018,3:30 pm,IND,111,LAC,104,Box Score,,15866,
04 1 2018,9:30 pm,SAC,84,LAL,83,Box Score,,18997,
04 1 2018,7:00 pm,UTA,121,MIN,97,Box Score,,18978,
04 1 2018,6:00 pm,OKC,109,NOP,104,Box Score,,18500,
04 1 2018,9:00 pm,MEM,98,POR,113,Box Score,,19545,
04 1 2018,3:30 pm,HOU,83,SAS,100,Box Score,,18418,
04 3 2018,8:00 pm,CHA,114,CHI,120,Box Score,,20139,
04 3 2018,7:00 pm,TOR,106,CLE,112,Box Score,,20562,
04 3 2018,8:30 pm,POR,109,DAL,115,Box Score,,19624,
04 3 2018,9:00 pm,IND,104,DEN,107,Box Score,,14743,
04 3 2018,8:00 pm,WAS,104,HOU,120,Box Score,,18055,
04 3 2018,10:30 pm,SAS,110,LAC,113,Box Score,,17449,
04 3 2018,7:30 pm,ATL,98,MIA,101,Box Score,,19600,
04 3 2018,8:00 pm,BOS,102,MIL,106,Box Score,,16188,
04 3 2018,7:30 pm,ORL,97,NYK,73,Box Score,,19812,
04 3 2018,8:00 pm,GSW,111,OKC,107,Box Score,,18203,
04 3 2018,7:00 pm,BKN,95,PHI,121,Box Score,,20710,
04 3 2018,10:00 pm,SAC,94,PHX,97,Box Score,,16826,
04 3 2018,9:00 pm,LAL,110,UTA,117,Box Score,,18306,
04 4 2018,7:30 pm,MIA,115,ATL,86,Box Score,,16696,
04 4 2018,7:00 pm,PHI,115,DET,108,Box Score,,18395,
04 4 2018,10:30 pm,SAS,112,LAL,122,Box Score,OT,18997,
04 4 2018,8:00 pm,MEM,95,NOP,123,Box Score,,16521,
04 4 2018,7:00 pm,DAL,100,ORL,105,Box Score,,18112,
04 4 2018,8:00 pm,BOS,78,TOR,96,Box Score,,19963,
04 5 2018,8:00 pm,WAS,115,CLE,119,Box Score,,20562,
04 5 2018,10:30 pm,MIN,96,DEN,100,Box Score,,16415,
04 5 2018,8:00 pm,POR,94,HOU,96,Box Score,,18055,
04 5 2018,7:00 pm,GSW,106,IND,126,Box Score,,17923,
04 5 2018,8:00 pm,BKN,119,MIL,111,Box Score,,18378,
04 5 2018,9:00 pm,LAC,95,UTA,117,Box Score,,18306,
04 6 2018,7:30 pm,CHI,104,BOS,111,Box Score,,18624,
04 6 2018,7:00 pm,DAL,106,DET,113,Box Score,OT,18768,
04 6 2018,10:30 pm,MIN,113,LAL,96,Box Score,,18997,
04 6 2018,8:00 pm,SAC,94,MEM,93,Box Score,,16527,
04 6 2018,7:30 pm,MIA,98,NYK,122,Box Score,,19569,
04 6 2018,7:00 pm,CHA,137,ORL,100,Box Score,,17018,
04 6 2018,7:00 pm,CLE,130,PHI,132,Box Score,,20769,
04 6 2018,10:00 pm,NOP,122,PHX,103,Box Score,,18055,
04 6 2018,7:30 pm,IND,73,TOR,92,Box Score,,19924,
04 6 2018,7:00 pm,ATL,103,WAS,97,Box Score,,19557,
04 7 2018,8:00 pm,BKN,124,CHI,96,Box Score,,21669,
04 7 2018,8:30 pm,NOP,126,GSW,120,Box Score,,19596,
04 7 2018,8:30 pm,OKC,108,HOU,102,Box Score,,18055,
04 7 2018,3:30 pm,DEN,134,LAC,115,Box Score,,16166,
04 7 2018,7:30 pm,MIL,115,NYK,102,Box Score,,19812,
04 7 2018,9:00 pm,POR,105,SAS,116,Box Score,,18610,
04 8 2018,1:00 pm,ATL,112,BOS,106,Box Score,,18624,
04 8 2018,1:00 pm,IND,123,CHA,117,Box Score,,16629,
04 8 2018,6:00 pm,UTA,112,LAL,97,Box Score,,18997,
04 8 2018,3:30 pm,DET,117,MEM,130,Box Score,,16044,
04 8 2018,1:00 pm,DAL,97,PHI,109,Box Score,,20846,
04 8 2018,9:00 pm,GSW,117,PHX,100,Box Score,,18055,
04 8 2018,6:00 pm,ORL,101,TOR,112,Box Score,,19948,
04 9 2018,7:30 pm,CHI,105,BKN,114,Box Score,,16187,
04 9 2018,9:00 pm,POR,82,DEN,88,Box Score,,17467,
04 9 2018,7:00 pm,TOR,108,DET,98,Box Score,,17529,
04 9 2018,10:30 pm,NOP,113,LAC,100,Box Score,,15742,
04 9 2018,7:30 pm,OKC,115,MIA,93,Box Score,,19600,
04 9 2018,8:00 pm,ORL,86,MIL,102,Box Score,,18717,
04 9 2018,8:00 pm,MEM,94,MIN,113,Box Score,,17641,
04 9 2018,7:30 pm,CLE,123,NYK,109,Box Score,,19449,
04 9 2018,8:30 pm,SAC,85,SAS,98,Box Score,,18418,
04 10 2018,7:30 pm,PHI,121,ATL,113,Box Score,,15673,
04 10 2018,8:30 pm,PHX,124,DAL,97,Box Score,,20041,
04 10 2018,7:00 pm,CHA,119,IND,93,Box Score,,17331,
04 10 2018,10:30 pm,HOU,105,LAL,99,Box Score,,18997,
04 10 2018,9:00 pm,GSW,79,UTA,119,Box Score,,18306,
04 10 2018,8:00 pm,BOS,101,WAS,113,Box Score,,18887,
04 11 2018,8:00 pm,BKN,97,BOS,110,Box Score,,18624,
04 11 2018,8:00 pm,DET,119,CHI,87,Box Score,,21342,
04 11 2018,8:00 pm,NYK,110,CLE,98,Box Score,,20562,
04 11 2018,10:30 pm,LAL,115,LAC,100,Box Score,,19068,
04 11 2018,8:00 pm,TOR,109,MIA,116,Box Score,OT,19600,
04 11 2018,8:00 pm,DEN,106,MIN,112,Box Score,OT,18978,
04 11 2018,8:00 pm,SAS,98,NOP,122,Box Score,,18573,
04 11 2018,8:00 pm,MEM,123,OKC,137,Box Score,,18203,
04 11 2018,8:00 pm,WAS,92,ORL,101,Box Score,,17598,
04 11 2018,8:00 pm,MIL,95,PHI,130,Box Score,,20659,
04 11 2018,10:30 pm,UTA,93,POR,102,Box Score,,20186,
04 11 2018,10:30 pm,HOU,83,SAC,96,Box Score,,17583,
04 14 2018,3:00 pm,SAS,92,GSW,113,Box Score,,19596,
04 14 2018,8:00 pm,MIA,103,PHI,130,Box Score,,20617,
04 14 2018,10:30 pm,NOP,97,POR,95,Box Score,,19882,
04 14 2018,5:30 pm,WAS,106,TOR,114,Box Score,,19937,
04 15 2018,1:00 pm,MIL,107,BOS,113,Box Score,OT,18624,
04 15 2018,3:30 pm,IND,98,CLE,80,Box Score,,20562,
04 15 2018,9:00 pm,MIN,101,HOU,104,Box Score,,18055,
04 15 2018,6:30 pm,UTA,108,OKC,116,Box Score,,18203,
04 16 2018,10:30 pm,SAS,101,GSW,116,Box Score,,19596,
04 16 2018,8:00 pm,MIA,113,PHI,103,Box Score,,20753,
04 17 2018,8:00 pm,MIL,106,BOS,120,Box Score,,18624,
04 17 2018,10:30 pm,NOP,111,POR,102,Box Score,,20066,
04 17 2018,7:00 pm,WAS,119,TOR,130,Box Score,,20242,
04 18 2018,7:00 pm,IND,97,CLE,100,Box Score,,20562,
04 18 2018,9:30 pm,MIN,82,HOU,102,Box Score,,18055,
04 18 2018,8:00 pm,UTA,102,OKC,95,Box Score,,18203,
04 19 2018,7:00 pm,PHI,128,MIA,108,Box Score,,19812,
04 19 2018,9:00 pm,POR,102,NOP,119,Box Score,,18551,
04 19 2018,9:30 pm,GSW,110,SAS,97,Box Score,,18418,
04 20 2018,7:00 pm,CLE,90,IND,92,Box Score,,17923,
04 20 2018,9:30 pm,BOS,92,MIL,116,Box Score,,18717,
04 20 2018,8:00 pm,TOR,103,WAS,122,Box Score,,20356,
04 21 2018,2:30 pm,PHI,106,MIA,102,Box Score,,19804,
04 21 2018,7:30 pm,HOU,105,MIN,121,Box Score,,18978,
04 21 2018,5:00 pm,POR,123,NOP,131,Box Score,,18544,
04 21 2018,10:00 pm,OKC,102,UTA,115,Box Score,,18306,
04 22 2018,8:30 pm,CLE,104,IND,100,Box Score,,17923,
04 22 2018,1:00 pm,BOS,102,MIL,104,Box Score,,18717,
04 22 2018,3:30 pm,GSW,90,SAS,103,Box Score,,18418,
04 22 2018,6:00 pm,TOR,98,WAS,106,Box Score,,20356,
04 23 2018,8:00 pm,HOU,119,MIN,100,Box Score,,18978,
04 23 2018,10:30 pm,OKC,96,UTA,113,Box Score,,18306,
04 24 2018,7:00 pm,MIL,87,BOS,92,Box Score,,18624,
04 24 2018,10:30 pm,SAS,91,GSW,99,Box Score,,19596,
04 24 2018,8:00 pm,MIA,91,PHI,104,Box Score,,21171,
04 25 2018,7:00 pm,IND,95,CLE,98,Box Score,,20562,
04 25 2018,9:30 pm,MIN,104,HOU,122,Box Score,,18055,
04 25 2018,9:30 pm,UTA,99,OKC,107,Box Score,,18203,
04 25 2018,7:00 pm,WAS,98,TOR,108,Box Score,,19987,
04 26 2018,8:00 pm,BOS,86,MIL,97,Box Score,,18717,
04 27 2018,8:00 pm,CLE,87,IND,121,Box Score,,17923,
04 27 2018,10:30 pm,OKC,91,UTA,96,Box Score,,18306,
04 27 2018,7:00 pm,TOR,102,WAS,92,Box Score,,20356,
04 28 2018,8:00 pm,MIL,96,BOS,112,Box Score,,18624,
04 28 2018,10:30 pm,NOP,101,GSW,123,Box Score,,19596,
04 29 2018,1:00 pm,IND,101,CLE,105,Box Score,,20562,
04 29 2018,3:30 pm,UTA,96,HOU,110,Box Score,,18055,
04 30 2018,8:00 pm,PHI,101,BOS,117,Box Score,,18624,
